id,title,phaseId,dateCreated,technique,dimensions,colorPalette,emotionalRegister,imageUrl,imageKey,thumbnailUrl,journalExcerpt,neonReading,seriesName,isPublished,sortOrder,createdAt,updatedAt,featured,slug,medium,year,curatorialHook,conceptTags
150010,Peninsula Hotels Installation View 5,30002,2019-03,"Ink, gold, and copper on mounted paper (large-scale)",200cm x 300cm,"Black, White, Gold, Copper",institutional presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Peninsula_hotel_5.jpg,works/ph1a/Peninsula_hotel_5.jpg,,"The Eames chairs and wooden table create a mid-century modern aesthetic. The geometry complements that — it is rigorous, disciplined, functional, but also spiritually resonant.","Eames chairs and wooden table create mid-century modern context. The geometry is rigorous, disciplined, functional, while carrying spiritual resonance the furniture does not. The works do not compete with the space. They provide depth to those who pause. Ambient contemplation.",Institutional Commissions,1,10,Sat Dec 27 2025 12:00:38 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:51 GMT-0500 (Eastern Standard Time),0,peninsula-hotels-installation-view-5-150010,"Ink, gold, and copper on mounted paper (large-scale)",2019,"Disciplined geometry complements modern architecture, providing a spiritually resonant depth to functional space.","Ink,Paper"
150011,Kith & Kin Mural Installation 1,30002,2019-04,Acrylic and ink on wall (large-scale mural),500cm x 300cm,"Black, White",architectural integration,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Keith&kin_mural1_2019.jpg,works/ph1a/Keith&kin_mural1_2019.jpg,,"The Kith & Kin commission required the geometry to work at monumental scale on a wall. The circular forms had to hold their ground against the architecture, becoming part of the building's visual language.","The geometry scales to architectural dimensions. The black-and-white vocabulary proves it can function as permanent architectural element. Circular forms hold their ground against the building, becoming part of its visual language. Not art on a wall. Art as wall.",Institutional Commissions,1,11,Sat Dec 27 2025 12:00:38 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:51 GMT-0500 (Eastern Standard Time),0,kith-kin-mural-installation-1-150011,Acrylic and ink on wall (large-scale mural),2019,"The black-and-white vocabulary scales to monumental dimensions, becoming a permanent architectural element of the building.",Ink
150012,Kith & Kin Mural Installation 2,30002,2019-04,Acrylic and ink on wall (large-scale mural),500cm x 300cm,"Black, White",architectural integration,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Keith&kin_mural2_2019.jpg,works/ph1a/Keith&kin_mural2_2019.jpg,,"Different angle showing how the mural interacts with the lighting and spatial context. The geometry creates depth on a flat wall, suggesting dimensionality where there is none.","The mural creates optical depth on a flat surface through dense line-work. Moiré patterns shift as viewers move through the space, creating time-based experience within static medium. Dimensionality suggested where none exists.",Institutional Commissions,1,12,Sat Dec 27 2025 12:00:39 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:52 GMT-0500 (Eastern Standard Time),0,kith-kin-mural-installation-2-150012,Acrylic and ink on wall (large-scale mural),2019,"Dense line-work suggests dimensionality on a flat wall, creating a shifting experience for viewers in motion.",Ink
150013,Kith & Kin Mural Installation 3,30002,2019-04,Acrylic and ink on wall (large-scale mural),500cm x 300cm,"Black, White",architectural integration,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Keith&kin_mural3_2019.jpg,works/ph1a/Keith&kin_mural3_2019.jpg,,"The full view showing the mural in its architectural context. The circular forms create a focal point in the space, drawing the eye and anchoring the room's visual hierarchy.","Full view in architectural context. The circular forms create a center of gravity in the space, organizing the visual field around their mass. The work anchors the room's hierarchy. Architecture defers to the geometry.",Institutional Commissions,1,13,Sat Dec 27 2025 12:00:40 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:52 GMT-0500 (Eastern Standard Time),0,kith-kin-mural-installation-3-150013,Acrylic and ink on wall (large-scale mural),2019,"Circular forms organize the visual field of the room, acting as an architectural anchor and center of gravity.",Ink
150014,Kith & Kin Mural Installation 4,30002,2019-04,Acrylic and ink on wall (large-scale mural),500cm x 300cm,"Black, White",architectural integration,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Kith&kin_mural4_2019.jpg,works/ph1a/Kith&kin_mural4_2019.jpg,,"Detail view showing the precision of the hand-painted lines at monumental scale. The no-undo constraint applies even to wall murals — each line is permanent, irreversible.",Detail view. Hand-painted precision maintained at monumental scale. The no-undo constraint applies even to permanent wall murals. Each line irreversible. The discipline documented at closest possible range.,Institutional Commissions,1,14,Sat Dec 27 2025 12:00:40 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:52 GMT-0500 (Eastern Standard Time),0,kith-kin-mural-installation-4-150014,Acrylic and ink on wall (large-scale mural),2019,The psychological weight of the no-undo constraint is maintained even at an architectural scale.,Ink
150015,Jll Corporate Installation,30002,2019-05,Ink on mounted paper (large-scale),200cm x 150cm,"Black, White",corporate contemplation,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/JLL_2019.jpg,works/ph1a/JLL_2019.jpg,,"The JLL commission tested whether existential abstraction could survive in a corporate real estate context. The geometry had to function in a space of commerce and transaction, not contemplation.","The test of whether existential abstraction survives corporate real estate context. The geometry holds ground in a space of commerce and transaction, providing contemplative depth in an environment typically devoid of spiritual resonance. Philosophy survives commerce. The work does not explain itself. It persists.",Institutional Commissions,1,15,Sat Dec 27 2025 12:00:41 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:53 GMT-0500 (Eastern Standard Time),0,jll-corporate-installation-150015,Ink on mounted paper (large-scale),2019,"Existential abstraction holds its ground in a space of commerce, providing contemplative depth where it is typically absent.","Ink,Paper"
150016,Nuva Airport Installation,30002,2019-06,Ink on mounted paper (large-scale),200cm x 150cm,"Black, White",threshold presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Nuva-airport_2019.jpg,works/ph1a/Nuva-airport_2019.jpg,,The NUVA commission placed the work in a luxury brand space near the airport. The geometry had to function as threshold marker — signaling transition from public transit to private luxury.,The work placed in threshold space near the airport. The geometry functions as portal marker: signaling transition from public transit to private luxury. Circular forms create a moment of pause in a space designed for movement. The threshold is the content.,Institutional Commissions,1,16,Sat Dec 27 2025 12:00:42 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:53 GMT-0500 (Eastern Standard Time),0,nuva-airport-installation-150016,Ink on mounted paper (large-scale),2019,"The geometry signals the transition from public transit to private luxury, acting as a portal marker in a threshold space.","Ink,Paper"
150017,Airport Restaurant Installation,30002,2019-06,Ink on mounted paper (large-scale),200cm x 150cm,"Black, White",ambient presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Airport_restaurnt_2019.jpg,works/ph1a/Airport_restaurnt_2019.jpg,,"Installed in an airport restaurant. The work had to function in a space of transience — people eating quickly before flights, distracted, anxious. The geometry offers a moment of stillness.","Installed in a space of transience. People eating quickly before flights, distracted, anxious. The geometry offers stillness. It does not demand attention. It offers it to those who look. Contemplative presence deployed into ambient noise.",Institutional Commissions,1,17,Sat Dec 27 2025 12:00:43 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:54 GMT-0500 (Eastern Standard Time),0,airport-restaurant-installation-150017,Ink on mounted paper (large-scale),2019,"A moment of stillness offered to travelers in motion, providing depth within a space of transience.","Ink,Paper"
150018,Shenzhen Hotel Installation 1,30002,2019-07,Ink on mounted paper (large-scale),200cm x 150cm,"Black, White",cross-border presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Shenzen_hotel1_2019.jpg,works/ph1a/Shenzen_hotel1_2019.jpg,,"The Shenzhen commission marked the first time the work crossed into mainland China. The geometry had to function in a different cultural context — still Hong Kong-adjacent, but distinctly mainland.",The first time the practice crosses into mainland China. The geometry maintains conceptual integrity in a different cultural context. The forms prove they can travel without losing signal strength. The practice crosses the border.,Institutional Commissions,1,18,Sat Dec 27 2025 12:00:43 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:54 GMT-0500 (Eastern Standard Time),0,shenzhen-hotel-installation-1-150018,Ink on mounted paper (large-scale),2019,"The practice crosses the border, proving the geometry’s conceptual integrity can survive new cultural and institutional contexts.","Ink,Paper"
150019,Shenzhen Hotel Installation 2,30002,2019-07,Ink on mounted paper (large-scale),200cm x 150cm,"Black, White",cross-border presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Shenzen_hotel3_2019.jpg,works/ph1a/Shenzen_hotel3_2019.jpg,,"Different view of the Shenzhen installation. The hotel's modern interior provides a clean backdrop for the geometry, allowing the forms to read clearly against neutral walls.","Alternate angle of the Shenzhen installation. Modern interior provides clean backdrop, allowing forms to read clearly. The visual language adapts to new architectural and cultural environments without degradation.",Institutional Commissions,1,19,Sat Dec 27 2025 12:00:44 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:55 GMT-0500 (Eastern Standard Time),0,shenzhen-hotel-installation-2-150019,Ink on mounted paper (large-scale),2019,Clean modern interiors allow the geometric forms to read as a clear visual language in a mainland Chinese context.,"Ink,Paper"
150020,Justin Tan Private Commission,30002,2018-12,Ink and gold leaf on paper,100cm x 80cm,"Black, White, Gold",private contemplation,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Justin_tan_2018.jpg,works/ph1a/Justin_tan_2018.jpg,,"A private commission for a collector. The work had to function in a domestic context — a home, not a gallery or hotel. The geometry becomes intimate, personal, a daily presence.","The geometry enters private domestic space. A daily contemplative presence for a collector. The practice scales from monumental institutional installations to intimate personal commissions. The work functions differently in a home: it is lived with, not visited. Proximity over duration.",Institutional Commissions,1,20,Sat Dec 27 2025 12:00:45 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:55 GMT-0500 (Eastern Standard Time),0,justin-tan-private-commission-150020,Ink and gold leaf on paper,2018,"The practice scales to an intimate personal commission, becoming a daily contemplative presence in a domestic home.","Ink,Paper"
180001,Ink Storm (ascension),30007,2024-05 to 2024-08,Inks on Anhui rice paper,75cm x 75cm,"Black, grey, white",ascending energy,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/IMG_0386.jpg,works/ph4/IMG_0386.jpg,,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Ascending dragon-like stroke with heavy splatter and vertical energy. The ink rises against gravity, defying the pull of despair that characterized the Vietnam period. Painted during PH4 nomadic fieldwork, the work abandons geometric precision for atmospheric pressure, humidity, and somatic release. A moment of lift within the storm. The body that made this was not thinking. It was throwing.",Ink Storms,1,13,Sat Dec 27 2025 13:29:38 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:56 GMT-0500 (Eastern Standard Time),0,ink-storm-ascension-180001,Inks on Anhui rice paper,2024,Nomadic fieldwork abandons geometric precision for high-velocity atmospheric pressure and somatic release.,"Ink,Paper"
180002,Ink Storm (diagonal 01),30007,2024-05 to 2024-08,Inks on Anhui rice paper,75cm x 75cm,"Black, grey, white",diagonal impact,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240726_162209.jpg,works/ph4/20240726_162209.jpg,,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Diagonal impact with heavy Bone-black cutting through white negative space. The composition suggests a body in motion: falling or flying, the distinction no longer mattering in the storm. The brush moved before the decision was made.",Ink Storms,1,14,Sat Dec 27 2025 13:29:53 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:56 GMT-0500 (Eastern Standard Time),0,ink-storm-diagonal-01-180002,Inks on Anhui rice paper,2024,"A ""bone"" black cut through negative space suggests a body in motion, where the distinction between falling and flying is lost.","Ink,Paper"
180003,Ink Storm (mass),30007,2024-05 to 2024-08,Inks on Anhui rice paper,75cm x 75cm,"Black, grey, white",brooding density,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/2255.jpg,works/ph4/2255.jpg,,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Massive central black density with wet bleed zones. The heaviest specimen in this batch: a visual anchor that absorbs light and attention. The storm at its most concentrated, most oppressive. Brooding density that refuses to disperse. The ink pooled and stayed.",Ink Storms,1,15,Sat Dec 27 2025 13:30:16 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:56 GMT-0500 (Eastern Standard Time),0,ink-storm-mass-180003,Inks on Anhui rice paper,2024,"The storm at its most concentrated, serving as a visual anchor that absorbs light and attention through brooding density.","Ink,Paper"
180004,Ink Storm (strike),30007,2024-05 to 2024-08,Inks on Anhui rice paper,75cm x 75cm,"Black, grey, white",high velocity,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_10.jpg,works/ph4/Painting_10.jpg,,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.",Vertical strike with high-velocity splash dynamics. The brush moved faster than thought: pure somatic response to humidity and displacement. A ballistic event recorded in ink. The splatter pattern is forensic evidence of velocity.,Ink Storms,1,16,Sat Dec 27 2025 13:30:26 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:57 GMT-0500 (Eastern Standard Time),0,ink-storm-strike-180004,Inks on Anhui rice paper,2024,A vertical strike with high-velocity dynamics representing a pure somatic response to displacement and humidity.,"Ink,Paper"
180005,Vietnam Horizon 01,30007,2024-05 to 2024-08,Inks on Anhui rice paper,100cm x 100cm,"Black, grey, white",landscape split,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_9.jpg,works/ph4/Painting_9.jpg,,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Two distinct lateral sweeps with a gap between them. Reads as landscape/sky split: the horizon line separating earth from air, past from future, self from dissolution. The gap is the work's center. What is absent defines what flanks it.",Ink Storms ,1,17,Sat Dec 27 2025 13:30:31 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:57 GMT-0500 (Eastern Standard Time),0,vietnam-horizon-01-180005,Inks on Anhui rice paper,2024,"A horizon line that separates self from dissolution, reading as the landscape split between earth and air.","Ink,Paper"
180006,Ink Storm (sweep),30007,2024-05 to 2024-08,Inks on Anhui rice paper,75cm x 75cm,"Black, grey, white",singular motion,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_114217.jpg,works/ph4/20240629_114217.jpg,,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Thick calligraphic sweep executed in a singular motion. The entire composition is one breath, one gesture, one decision made and committed to without revision. Single-stroke painting as existential commitment. No second pass. No correction.",Ink Storms,1,18,Sat Dec 27 2025 13:30:37 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:58 GMT-0500 (Eastern Standard Time),0,ink-storm-sweep-180006,Inks on Anhui rice paper,2024,"A thick, calligraphic gesture executed in a singular breath, documenting a decision made and committed to without revision.","Ink,Paper"
180007,Ink Storm (burst),30007,2024-05 to 2024-08,Inks on Anhui rice paper,75cm x 75cm,"Black, grey, white",explosive chaos,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240701_095820.jpg,works/ph4/20240701_095820.jpg,,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Explosive particulate matter with shrapnel splatter. The most chaotic specimen in this batch: internal weather made external, emotion atomized into ink particles. The brush did not merely touch the paper. It detonated against it.",Ink Storms,1,19,Sat Dec 27 2025 13:30:45 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:58 GMT-0500 (Eastern Standard Time),0,ink-storm-burst-180007,Inks on Anhui rice paper,2024,"A visual record of internal weather made external, where emotion is atomized into explosive ink particles.","Ink,Paper"
210001,Purple Portal (vietnam 01),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",radial bloom,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240803_113029.jpg,works/ph4/20240803_113029.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","A radial bloom where gray wash feathers outward from a vivid purple core. After years of strict monochrome, the Vietnam fieldwork broke the seal on color. The geometry tries to hold its shape against the chromatic flood. Not decorative color. Structural rupture. The first major reintroduction since 2018.",Ink Storms,1,32,Sat Dec 27 2025 13:53:13 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:59 GMT-0500 (Eastern Standard Time),0,purple-portal-vietnam-01-210001,Chinese and Western Inks of Anhui Rice Paper,2024,"After years of strict monochrome, a radial bloom from a purple core breaks the seal on structural color.","Ink,Paper"
210002,Wounded Portal (magenta),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",violent rupture,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_8.jpg,works/ph4/Painting_8.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",A gray radial field split by a violent magenta diagonal slash. The wound is the portal: color breaking through monochrome discipline like blood through skin. Rupture as access point. The discipline had to break for something new to enter.,Ink Storms,1,33,Sat Dec 27 2025 13:55:13 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:59 GMT-0500 (Eastern Standard Time),0,wounded-portal-magenta-210002,Chinese and Western Inks of Anhui Rice Paper,2024,"The wound is the portal, with color breaking through the monochrome discipline like blood through skin.","Ink,Paper"
210003,Ink Storm (cyan & Magenta),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",destabilized energy,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240725_104225.jpg,works/ph4/20240725_104225.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","Gestural storm-body destabilized by cyan and magenta flares. The black mass can no longer contain the color: it erupts at the edges, chemical and psychedelic. The monochrome field is losing sovereignty. New frequencies forcing through the carbon barrier.",Ink Storms,1,34,Sat Dec 27 2025 13:56:29 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:59 GMT-0500 (Eastern Standard Time),0,ink-storm-cyan-magenta-210003,Chinese and Western Inks of Anhui Rice Paper,2024,"Chemical flares of color destabilize the black mass, proving the gesture can no longer be contained by monochrome.","Ink,Paper"
210004,Ink Storm (purple Flare),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",afterburn eruption,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240728_102241.jpg,works/ph4/20240728_102241.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","Vertical black mass with purple afterburn eruption. The color appears as residue, as heat signature, as the emotional trace left behind after the gesture completes. Not color applied. Color released.",Ink Storms,1,35,Sat Dec 27 2025 13:57:33 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:00 GMT-0500 (Eastern Standard Time),0,ink-storm-purple-flare-210004,Chinese and Western Inks of Anhui Rice Paper,2024,"Color appears as a heat signature or emotional residue, marking the trace left behind by the vertical gesture.","Ink,Paper"
210006,Cosmic Bloom (multi-ring),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",pulsing complexity,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240723_132742.jpg,works/ph4/20240723_132742.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","Complex multi-ring mandala pulsing with blue and pink internal light. The most structured work in this batch, showing the link to earlier phases before color broke the form. The mandala holds, but the light leaking through its rings suggests chromatic pressure from within.",Portals,1,36,Sat Dec 27 2025 13:58:39 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:00 GMT-0500 (Eastern Standard Time),0,cosmic-bloom-multi-ring-210006,Chinese and Western Inks of Anhui Rice Paper,2024,A link to earlier phases where a structured mandala pulses with internal light before color fully breaks the form.,"Ink,Paper"
210008,Portal (nested Eye),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",looking back,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240717_142027.jpg,works/ph4/20240717_142027.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",A looking-back aperture with sharp black pupil and cyan/magenta iris. The portal has become an eye. The work watches you as you watch it. Reciprocal gaze. The void is not passive. It has acquired optics.,Portals,1,37,Sat Dec 27 2025 13:59:50 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:01 GMT-0500 (Eastern Standard Time),0,portal-nested-eye-210008,Chinese and Western Inks of Anhui Rice Paper,2024,"The portal becomes an eye, transforming the work into an aperture that watches the viewer as they watch it.","Ink,Paper"
210010,Portal (bleed),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",dissolving form,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_7.jpg,works/ph4/Painting_7.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",Heavy black radial field dissolving into pools of cyan and purple. The geometry losing its battle with entropy: color seeping through every crack in the monochrome structure. Dissolution as revelation. What was sealed is now permeable.,Portals,1,38,Sat Dec 27 2025 14:00:51 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:01 GMT-0500 (Eastern Standard Time),0,portal-bleed-210010,Chinese and Western Inks of Anhui Rice Paper,2024,"The geometry loses its battle with entropy, allowing cyan and purple pools to seep through the dissolving black field.","Ink,Paper"
210015,Ink Storm (chaos),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",maximum chaos,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240717_111943.jpg,works/ph4/20240717_111943.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",High-velocity chaotic gesture mixing black Chinese ink with Western color pigments. Maximum entropy. The most uncontrolled work in the Vietnam suite. Pure discharge without compositional governance. The signal has overwhelmed the receiver.,Ink Storms,1,39,Sat Dec 27 2025 14:03:01 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:02 GMT-0500 (Eastern Standard Time),0,ink-storm-chaos-210015,Chinese and Western Inks of Anhui Rice Paper,2024,nInk Storm (chaos) Pure entropy visualized through the uncontrolled mixing of black Chinese ink and Western color pigments.,"Ink,Paper"
210017,Cosmic Bloom (teal),30007,2024-07 to 2024-08,Inks on Anhui rice paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",atmospheric softness,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_6_1_.jpg,works/ph4/Painting_6_1_.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","Soft atmospheric portal with teal and magenta outer ring. The gentlest specimen in this batch: color as invitation rather than rupture. Where the storm works scream, this one breathes. A moment of rest in the turbulence.",Portals,1,40,Sat Dec 27 2025 14:04:02 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:02 GMT-0500 (Eastern Standard Time),0,cosmic-bloom-teal-210017,Inks on Anhui rice paper,2024,"The gentlest rupture in the Vietnam batch, where teal and magenta rings serve as a soft atmospheric invitation.","Ink,Paper"
210018,Horizon Portal (split),30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",divided consciousness,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240717_113214.jpg,works/ph4/20240717_113214.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","A centralized form divided by a horizon line: cyan below, magenta above. Earth and sky, past and future, self and dissolution split by a single axis. The split is clean. Two registers of consciousness held in a single frame.",Portals,1,41,Sat Dec 27 2025 14:04:05 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:03 GMT-0500 (Eastern Standard Time),0,horizon-portal-split-210018,Chinese and Western Inks of Anhui Rice Paper,2024,"A centralized form divided by an axis of cyan and magenta, representing earth and sky or the split of consciousness.","Ink,Paper"
210022,I Think I Can,30007,2024-07 to 2024-08,Chinese and Western Inks of Anhui Rice Paper,75cm x 75cm,"Black, cyan, magenta, purple, teal",determined chaos,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/2024071IthinkIcan7_111833.jpg,works/ph4/2024071IthinkIcan7_111833.jpg,,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","The title embedded in the filename speaks to the psychological state of the Vietnam period: determination mixed with doubt, the mantra repeated while the ink flies. Chaos with a slogan. The work does not prove the claim. It documents the attempt.",Portals,1,42,Sat Dec 27 2025 14:07:16 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:48:03 GMT-0500 (Eastern Standard Time),0,i-think-i-can-210022,Chinese and Western Inks of Anhui Rice Paper,2024,A determined chaos where the title reflects the psychological mantra of survival and doubt during the Vietnam period.,"Ink,Paper"
